,Profit,Recency,Frequency,Monetary,Variance,SegmentId
960,986,5,13,55384.84,40,1
961,307,10,21,9710.89,26,1
962,492,3,24,12157.08,37,1
963,60,10,8,1273.4,8,0
964,20,61,1,112.06,1,0
965,266,2,13,4043.96,6,1
966,400,74,1,1880.8,1,0
967,21,17,14,395.19,5,0
968,313,28,10,19130.5,28,1
969,1,32,1,7.29,1,0
970,197,11,16,2377.08,15,1
971,699,3,11,31420.29,19,1
972,391,10,22,11226.3,18,1
973,705,7,19,25141.43,36,1
974,1306,42,7,176922.55,32,1
975,202,3,26,3318.11,13,1
976,15,3,1,70.39,1,0
977,135,7,6,2822.96,8,0
978,1465,3,20,119739.13,41,1
979,3,75,1,73.47,1,0
980,110,4,11,2338.45,10,1
981,508,6,18,21756.97,28,1
982,217,4,15,6566.83,14,1
983,914,5,19,47947.85,36,1
984,141,13,5,803.34,5,0
985,385,6,14,7040.68,16,1
986,204,11,2,7303.2,4,0
987,195,53,5,9492.33,3,0
988,176,1,3,6611.06,8,0
989,170,4,12,4606.59,15,1
990,168,13,7,3126.58,7,0
991,1230,5,33,50437.95,29,1
992,89,2,20,2293.18,7,1
993,176,34,8,14005.62,19,0
994,628,6,12,37634.5,16,1
995,1012,6,13,49065.75,32,1
996,415,12,5,20737.35,20,0
997,62,4,5,1514.38,10,0
998,99,5,4,4879.3,10,0
999,28,5,5,263.72,2,0
1000,196,6,10,2258.38,5,0
1001,153,4,12,2021.12,8,1
1002,263,7,22,5131.0,20,1
1003,77,3,9,1626.9,5,0
1004,6,32,1,59.04,1,0
1005,101,5,7,4327.82,11,0
1006,647,2,19,24822.38,23,1
1007,391,3,12,12183.13,24,1
1008,18,4,2,413.28,3,0
1009,870,3,24,38000.18,33,1
1010,1106,7,14,98750.65,56,1
1011,515,10,7,31714.6,31,1
1012,97,5,9,2268.02,12,0
1013,413,11,9,32792.93,26,1
1014,8,55,1,75.48,1,0
1015,894,3,18,31481.53,41,1
1016,20,56,1,188.7,1,0
1017,158,24,9,3184.62,9,0
1018,1832,4,37,54592.49,58,1
1019,73,14,7,1117.58,7,0
1020,269,6,9,9854.03,15,1
1021,293,20,4,25942.7,12,0
1022,212,16,11,3999.01,14,0
1023,488,12,15,25444.51,19,1
1024,785,2,25,48644.0,40,1
1025,252,2,7,11392.71,23,1
1026,8,48,1,75.48,1,0
1027,227,11,5,2316.7,7,0
1028,80,25,5,768.58,2,0
1029,1512,18,13,85145.21,40,1
1030,15,10,1,278.85,1,0
1031,564,3,9,33983.72,21,1
1032,235,10,15,6655.41,19,1
1033,231,30,7,9238.58,13,0
1034,286,3,8,7986.46,18,1
1035,244,2,13,7112.0,17,1
1036,203,4,12,7528.02,17,1
1037,50,91,1,1341.87,3,0
1038,1122,4,17,95439.7,37,1
1039,465,7,16,33621.13,14,1
1040,176,18,4,1672.88,2,0
1041,78,4,4,1469.1,4,0
1042,169,4,5,3830.8,12,0
1043,976,5,19,96728.61,49,1
1044,192,25,9,6048.68,9,0
1045,60,42,1,1074.0,2,0
1046,97,5,24,1467.54,6,1
1047,8614,3,32,162014.88,49,1
1048,553,6,19,28819.56,19,1
1049,246,3,15,5858.7,25,1
1050,89,34,3,6725.17,8,0
1051,133,4,12,2416.52,18,1
1052,76,46,2,1315.12,5,0
1053,62,45,3,1227.16,4,0
1054,327,5,19,9823.36,9,1
1055,162,3,12,4452.96,11,1
1056,158,5,6,8108.84,13,0
1057,15,32,9,248.31,3,0
1058,2793,3,36,97813.02,40,1
1059,100,4,8,781.14,5,0
1060,30,51,2,665.25,5,0
1061,217,2,13,5909.07,20,1
1062,700,2,17,17014.43,18,1
1063,979,1,3,113190.15,23,1
1064,2089,6,23,42282.5,30,1
1065,50,44,3,1165.04,6,0
1066,291,6,8,8737.86,14,0
1067,7744,4,25,381228.3,85,1
1068,228,53,5,13096.14,13,0
1069,628,5,15,24569.16,38,1
1070,475,4,12,23768.47,34,1
1071,26,51,2,444.21,4,0
1072,270,5,9,8038.11,12,0
1073,6615,63,1,112525.56,1,0
1074,366,35,6,20434.58,22,0
1075,240,9,16,5348.36,9,0
1076,418,11,10,5261.06,7,0
1077,117,3,5,1669.98,6,0
1078,114,11,6,6975.28,14,0
1079,144,5,7,2206.99,13,0
1080,46,32,2,2872.58,7,0
1081,13,16,3,163.33,3,0
1082,30,5,3,737.92,3,0
1083,10,44,2,56.03,1,0
1084,272,4,21,10164.34,20,1
1085,338,3,18,9953.41,22,1
1086,440,4,11,13196.09,34,1
1087,225,16,7,11653.89,26,1
1088,90,45,1,422.34,1,0
1089,149,5,5,2851.55,12,0
1090,1263,6,14,110135.77,53,1
1091,315,1,3,10620.18,7,0
1092,258,1,2,20117.64,12,0
1093,176,56,3,2385.92,4,0
1094,497,11,11,42589.55,26,1
1095,132,47,3,4405.83,1,0
1096,36,11,4,525.56,4,0
1097,199,6,17,4413.81,14,1
1098,80,35,5,1828.36,6,0
1099,1348,5,19,56425.56,42,1
1100,1339,4,12,134069.6,52,1
1101,8,23,2,79.28,2,0
1102,311,6,15,4327.48,9,1
1103,262,13,11,8513.0,7,0
1104,338,74,3,14641.83,17,0
1105,220,3,8,6380.17,9,1
1106,134,35,3,20186.64,24,0
1107,4,41,1,49.99,1,0
1108,64,5,15,1106.94,5,0
1109,48,46,3,644.4,2,0
1110,1193,3,13,40797.78,19,1
1111,818,5,10,69127.49,40,1
1112,1423,33,11,36207.39,28,1
1113,159,5,11,5986.9,11,1
1114,48,51,1,1034.76,2,0
1115,112,10,4,3237.85,12,0
1116,28,20,3,353.81,4,0
1117,30,20,1,169.0,1,0
1118,10,33,1,78.9,1,0
1119,9218,3,19,504995.78,9,1
1120,140,39,11,1454.78,3,0
1121,207,1,2,7168.8,6,0
1122,712,4,18,20274.49,32,1
1123,15707,2,75,2572371.81,26,1
1124,155,14,2,11225.2,15,0
1125,397,4,14,7659.55,14,1
1126,849,5,12,63934.51,36,1
1127,56,4,6,872.4,8,0
1128,52,65,1,1319.61,3,0
1129,5034,3,18,191631.99,5,1
1130,84,41,2,1048.08,2,0
1131,57175,1,77,27594022.24,139,2
1132,30,9,3,455.58,4,0
1133,362,4,12,8510.43,29,1
1134,432,5,5,4374.06,4,0
1135,232,5,10,2758.86,9,0
1136,1321,4,20,97847.34,55,1
1137,360,5,1,3196.2,2,0
1138,450,13,8,21473.15,12,0
1139,6,33,4,90.04,4,0
1140,1356,27,8,13511.25,5,0
1141,24,18,2,343.6,2,0
1142,1459,3,5,43863.91,9,1
1143,36,5,1,243.72,1,0
1144,18,54,1,363.9,2,0
1145,3193,1,50,85187.16,39,1
1146,87,3,9,904.23,9,0
1147,1082,4,25,44046.26,49,1
1148,382,14,3,16046.28,13,0
1149,2191,7,35,55522.8,34,1
1150,480,59,1,18115.2,1,0
1151,12,18,1,80.92,1,0
1152,293,7,17,9604.72,26,1
1153,1737,1,3,288184.81,31,1
1154,373,21,7,11470.05,15,0
1155,114,5,10,1149.64,5,0
1156,310,2,13,7992.37,19,1
1157,12,25,1,113.22,1,0
1158,36,19,2,333.84,2,0
1159,2246,2,38,74885.76,28,1
1160,1089,10,5,10194.42,4,0
1161,36,68,2,400.88,4,0
1162,432,10,24,8707.73,19,1
1163,302,4,20,5958.22,22,1
1164,300,56,1,1061.0,1,0
1165,821,2,26,44719.84,50,1
1166,128,47,2,2576.78,5,0
1167,45,2,8,1141.25,7,0
1168,267,3,5,15188.27,18,1
1169,661,3,7,14880.97,4,0
1170,297,2,16,6849.99,18,1
1171,151,11,5,3891.41,9,0
1172,1380,7,14,42870.28,43,1
1173,129,21,5,5066.4,11,0
1174,3575,1,58,173280.71,47,1
1175,856,3,30,21112.61,14,1
1176,10675,2,60,635018.85,71,1
1177,135,48,3,8127.54,15,0
1178,201,6,6,2549.52,7,0
1179,3,66,1,55.77,1,0
1180,1565,3,28,40911.66,27,1
1181,15,23,6,277.98,4,0
1182,104,4,3,2134.99,3,0
1183,3629,2,59,120064.01,35,1
1184,607,10,10,33984.16,35,1
1185,133,45,5,3967.56,10,0
1186,15,32,1,278.85,1,0
1187,341,7,16,16562.91,16,1
1188,653,3,16,32147.22,44,1
1189,125,11,3,1405.94,4,0
1190,198,12,3,16733.52,18,0
1191,196,4,13,5602.71,14,1
1192,153,5,10,3675.1,12,0
1193,80,10,8,1667.75,3,0
1194,7249,3,20,179399.24,24,1
1195,50,2,12,698.14,2,0
1196,355,3,19,8680.32,13,1
1197,362,4,6,35609.73,26,1
1198,441,1,3,21790.37,10,0
1199,823,3,24,43845.59,24,1
1200,48,6,12,1239.02,5,0
1201,114,13,12,1782.13,9,0
1202,24,49,2,402.11,2,0
1203,259,7,15,10074.93,26,1
1204,635,3,13,61436.34,30,1
1205,246,10,12,3554.5,12,0
1206,90,34,4,939.96,3,0
1207,153,62,3,2783.03,6,0
1208,697,6,17,16065.55,29,1
1209,27682,2,60,1816338.45,106,2
1210,231,17,5,12382.92,23,0
1211,12,46,1,149.97,1,0
1212,54,3,6,1763.16,9,0
1213,103,49,3,4624.93,12,0
1214,176,4,11,5954.4,8,1
1215,210,14,8,4714.65,3,0
1216,76,17,15,2766.59,10,0
1217,216,1,3,7238.85,7,0
1218,3561,2,50,89848.64,39,1
1219,1423,5,16,56260.78,50,1
1220,1748,5,16,101269.56,44,1
1221,1572,5,18,77353.24,47,1
1222,3608,6,20,287439.87,57,1
1223,173,11,3,12375.18,14,0
1224,467,4,19,23231.79,34,1
1225,228,48,5,12388.08,15,0
1226,86,6,12,1806.92,10,0
1227,7419,3,15,943458.01,77,1
1228,349,3,6,7414.83,10,1
1229,894,13,10,67585.87,36,1
1230,927,1,3,98155.77,18,1
1231,19,17,1,216.26,2,0
1232,28,47,1,520.52,1,0
1233,43,40,1,489.94,2,0
1234,168,3,11,4049.6,12,1
1235,271,6,5,34804.07,23,1
1236,23,7,5,384.42,4,0
1237,29,46,1,1252.96,4,0
1238,22,4,3,271.54,3,0
1239,141,4,11,4852.78,10,1
1240,957,4,4,176281.29,69,1
1241,278,11,5,2556.17,4,0
1242,457,3,14,11091.38,18,1
1243,174,13,7,2507.23,8,0
1244,142,7,15,2685.86,19,1
1245,12,47,1,223.08,1,0
1246,70,24,3,3696.18,9,0
1247,25953,3,64,2194894.59,101,2
1248,12,79,1,74.72,1,0
1249,93,13,9,1941.71,7,0
1250,119,20,6,3288.04,10,0
1251,352,6,8,6416.18,11,0
1252,118,6,10,4738.58,12,0
1253,913,33,5,132177.97,44,1
1254,24,80,1,299.94,1,0
1255,1036,4,20,15915.57,19,1
1256,61,25,4,1328.62,7,0
1257,228,3,12,6624.62,18,1
1258,876,14,18,26219.78,26,1
1259,615,5,18,14324.23,12,1
1260,283,3,14,3792.01,14,1
1261,196,7,10,9977.94,17,1
1262,381,5,12,9793.63,8,1
1263,6,11,2,135.84,2,0
1264,269,4,16,6786.19,7,1
1265,40,4,2,377.4,1,0
1266,85,40,3,1112.87,5,0
1267,102,7,15,2528.28,13,0
1268,127,18,6,5349.72,10,0
1269,57,11,6,1900.89,9,0
1270,292,2,33,11103.09,11,1
1271,390,35,3,8360.04,6,0
1272,227,7,10,8096.89,15,1
1273,46114,2,62,6978490.74,104,2
1274,90,7,7,1354.37,6,0
1275,405,3,12,13483.56,27,1
1276,1859,4,20,125824.36,55,1
1277,17,49,4,152.65,3,0
1278,4,17,1,69.96,1,0
1279,1308,1,3,138337.02,19,1
1280,655,6,18,20859.74,14,1
1281,2,54,1,37.18,1,0
1282,3012,6,33,79086.96,50,1
1283,232,6,9,3958.93,11,0
1284,220,63,2,1166.65,2,0
1285,4,60,1,43.49,1,0
1286,150,4,10,4529.83,13,1
1287,8,72,1,142.32,3,0
1288,6051,3,58,161900.94,58,1
1289,193,47,2,6854.72,10,0
1290,180,4,2,14647.78,18,1
1291,88,4,8,787.1,3,0
1292,20,7,1,753.56,4,0
1293,262,18,6,4889.27,13,0
1294,1,79,1,17.49,1,0
1295,94,10,8,1785.74,10,0
1296,123,2,7,2177.59,7,0
1297,330,12,23,33215.65,19,1
1298,216,4,12,10955.78,20,1
1299,118,7,10,2886.37,13,0
1300,107,6,9,1645.91,13,0
1301,751,12,9,50654.0,30,1
1302,42,62,1,283.22,1,0
1303,227,5,17,8104.07,20,1
1304,372,5,24,13929.84,16,1
1305,233,33,8,4490.89,13,0
1306,1551,1,3,181807.95,23,1
1307,104,14,5,2976.89,7,0
1308,745,5,13,35350.48,45,1
1309,96,4,14,1461.63,12,1
1310,609,14,12,18388.8,27,1
1311,392,12,8,19389.98,17,0
1312,1140,10,8,101726.49,33,1
1313,109,42,2,1607.96,5,0
1314,70,11,4,1717.52,11,0
1315,476,5,12,19531.34,21,1
1316,90,6,7,1208.69,11,0
1317,4785,54,5,35405.22,6,0
1318,12227,3,20,511021.63,73,1
1319,112,4,6,2074.17,6,0
1320,446,2,14,11014.94,24,1
1321,377,11,6,4695.17,7,0
1322,497,5,8,27438.85,27,1
1323,829,2,26,25412.83,28,1
1324,156,17,13,1396.2,2,0
1325,891,5,8,58022.74,31,1
1326,1477,7,19,71974.59,43,1
1327,1661,3,20,119669.42,65,1
1328,317,4,33,4046.29,15,1
1329,147,5,11,1459.17,4,0
1330,5,6,1,39.45,1,0
1331,12,42,2,118.97,2,0
1332,191,3,11,3987.51,10,1
1333,382,4,24,7963.71,12,1
1334,211,5,10,5799.93,18,1
1335,36,49,2,470.96,4,0
1336,128,10,5,4011.51,12,0
1337,828,3,11,66597.32,43,1
1338,152,29,10,2058.72,5,0
1339,52355,1,77,22862940.66,136,2
1340,1271,5,19,59923.91,34,1
1341,43,42,4,900.16,5,0
1342,931,41,9,18649.58,16,0
1343,1138,6,1,63811.68,17,1
1344,1266,2,28,24276.93,23,1
1345,3144,5,25,114931.19,45,1
1346,10457,2,56,477034.56,52,1
1347,330,7,26,5022.29,14,0
1348,18,18,3,263.12,3,0
1349,27,75,1,340.74,2,0
1350,85,19,5,1007.16,7,0
1351,1368,7,22,46861.17,47,1
1352,660,4,13,31564.75,32,1
1353,10,3,1,191.52,2,0
1354,153,19,6,2172.26,7,0
1355,22,10,2,272.21,3,0
1356,1326,4,21,77877.76,43,1
1357,1825,7,29,63204.93,54,1
1358,555,67,1,304.14,1,0
1359,143,59,3,2234.23,6,0
1360,204,34,4,2698.06,6,0
1361,50,41,2,239.75,2,0
1362,464,3,17,14115.21,12,1
1363,68,18,2,1164.35,4,0
1364,106,35,4,1128.85,4,0
1365,181,5,10,6341.64,15,1
1366,179,7,15,7146.91,12,1
1367,246,2,31,3711.96,16,1
1368,987,5,21,31819.47,49,1
1369,10,54,1,78.9,1,0
1370,1477,13,10,43428.75,29,1
1371,67,17,6,1598.56,8,0
1372,203,5,7,5476.07,15,0
1373,131,28,12,2873.77,13,0
1374,16,14,2,160.33,3,0
1375,285,3,8,3812.63,7,0
1376,8,4,1,75.48,1,0
1377,1030,3,14,106719.83,42,1
1378,316,9,14,5657.13,9,0
1379,806,10,9,51309.03,38,1
1380,20,80,2,145.8,1,0
1381,158,5,19,5582.06,11,1
1382,1906,53,6,18890.2,4,0
1383,300,4,2,6999.14,3,0
1384,773,4,23,31336.24,34,1
1385,224,20,8,3379.31,14,0
1386,102,24,2,435.57,2,0
1387,485,3,11,27219.37,20,1
1388,607,7,20,28018.54,30,1
1389,8,23,1,75.48,1,0
1390,148,27,13,1828.48,7,0
1391,137,34,5,3990.26,8,0
1392,977,7,14,54920.28,11,1
1393,490,3,3,2415.63,3,0
1394,182,10,5,3889.46,10,0
1395,29,60,2,805.56,4,0
1396,40,20,2,237.15,2,0
1397,111,6,12,1340.0,10,0
1398,287,3,6,15207.42,14,1
1399,775,6,13,51426.47,25,1
1400,502,4,12,34719.01,27,1
1401,72,5,1,1333.08,4,0
1402,411,5,12,19906.64,29,1
1403,484,3,31,10711.09,14,1
1404,30,23,1,1520.24,4,0
1405,368,12,14,20003.07,28,1
1406,840,1,3,69241.9,12,1
1407,513,6,13,17652.32,25,1
1408,1708,7,34,60958.29,40,1
1409,105,6,6,2288.48,12,0
1410,2,79,1,37.18,1,0
1411,373,6,12,13118.35,14,1
1412,249,5,6,3897.05,6,0
1413,81,4,10,2480.77,8,1
1414,57,34,3,1489.57,7,0
1415,12,39,2,113.22,1,0
1416,40,52,1,377.4,1,0
1417,1926,13,16,130520.21,47,1
1418,808,2,22,17783.1,15,1
1419,104,13,15,1500.12,3,0
1420,1626,1,3,238177.88,29,1
1421,3535,49,3,18485.51,2,0
1422,3,76,1,55.77,1,0
1423,66,66,1,3936.24,8,0
1424,204,10,5,9471.0,10,0
1425,554,20,8,34809.55,12,0
1426,45,7,16,793.46,7,0
1427,534,4,10,34214.78,20,1
1428,105993,2,79,12461473.65,107,2
1429,88,4,11,1731.34,9,1
1430,509,2,12,21603.52,24,1
1431,409,6,11,15872.82,33,1
1432,465,6,7,124394.01,44,1
1433,934,6,24,24880.49,41,1
1434,69,90,1,4823.52,6,0
1435,1229,3,22,65580.42,33,1
1436,263,11,13,11210.3,19,1
1437,350,4,10,23777.64,26,1
1438,803,3,24,20033.76,20,1
1439,219,6,11,4782.96,12,0
1440,1711,3,13,454977.98,65,1
1441,19,34,2,196.14,3,0
1442,24,6,2,214.8,1,0
1443,2336,3,23,103720.06,51,1
1444,650,4,23,25456.36,36,1
1445,200,13,7,3808.36,5,0
1446,650,5,18,13214.87,24,1
1447,59,25,5,1432.46,5,0
1448,163,34,11,7611.87,19,0
1449,272,4,15,10409.08,18,1
1450,101,10,9,3829.26,9,0
1451,96,44,4,3171.74,7,0
1452,371,4,14,20896.6,21,1
1453,74,4,10,1791.85,13,1
1454,94,3,5,3821.77,16,1
1455,311,17,4,5750.76,7,0
1456,671,2,10,38193.78,21,1
1457,207,46,3,2428.32,3,0
1458,465,1,3,37430.85,13,1
1459,24,72,1,199.96,1,0
1460,550,4,22,18316.65,27,1
1461,151,10,4,1959.88,7,0
1462,12,10,3,136.22,3,0
1463,54,25,2,370.22,3,0
1464,56,5,4,936.16,3,0
1465,290,14,15,10513.18,11,1
1466,1887,3,17,84963.79,37,1
1467,344,10,18,7609.62,18,1
1468,323,7,17,11577.31,25,1
1469,24,40,1,226.44,1,0
1470,20,7,3,698.21,6,0
1471,515,1,3,35028.09,12,1
1472,629,5,13,18616.87,35,1
1473,168,5,9,2020.31,6,0
1474,307,2,22,4776.73,12,1
1475,24,60,1,728.82,3,0
1476,129,34,5,1674.98,6,0
1477,270,6,7,14757.11,13,0
1478,72,4,10,622.62,5,0
1479,38877,2,64,4794635.85,102,2
1480,5,47,2,55.98,2,0
1481,241,5,10,4457.49,12,0
1482,114,46,6,2417.2,8,0
1483,12,46,2,161.94,3,0
1484,18,21,1,121.86,1,0
1485,8247,5,30,164107.06,35,1
1486,239,3,12,3657.48,8,1
1487,70,18,15,756.8,7,0
1488,123,4,9,4726.21,18,1
1489,507,6,19,32313.27,23,1
1490,18662,5,19,352667.37,27,1
1491,300,87,1,1798.95,1,0
1492,262,6,23,2505.29,11,1
1493,90,74,4,3211.74,12,0
1494,154,6,6,5778.58,13,0
1495,490,53,4,24284.7,21,0
1496,148,11,6,1380.73,7,0
1497,6,87,1,107.04,2,0
1498,85,16,11,642.02,8,0
1499,30,55,1,127.83,1,0
1500,768,3,21,19567.87,18,1
1501,87,4,8,1734.88,14,0
1502,213,5,8,6547.08,18,1
1503,138,19,5,2236.05,4,0
1504,704,3,23,5226.98,11,1
1505,136,11,3,1686.62,5,0
1506,174,18,3,15798.92,17,0
1507,124,28,12,2676.89,7,0
1508,1543,4,17,109497.54,54,1
1509,668,1,3,49602.45,17,1
1510,82,35,4,1047.58,6,0
